id,name,email,phone,gpa,skills,education,college,location,category,past_internships,preferred_companies,github_profile,linkedin_profile,resume_score,availability_start,preferred_duration,expected_stipend,willingness_to_relocate,is_rural,is_female,experience,created_at
STU00631,Suresh Joshi,suresh631@college.ac.in,04796885954,6.37,"aws, kubernetes, ansible, docker, express.js, azure, deep learning",MCA,BMS College,Noida,general,0,"Meta, Goldman Sachs, McKinsey",https://github.com/sureshjoshi631,https://linkedin.com/in/suresh-joshi-631,90.4,2025-11-21,3,49819,Preferred,False,True,15,2025-09-19T14:12:36.467091
STU00632,Ira Shah,ira632@college.ac.in,4797354610,8.31,"business analysis, php, xamarin, tableau, go",M.Tech AI/ML,IIT Guwahati,Noida,rural,2,"Apple, Paytm, Cognizant",https://github.com/irashah632,https://linkedin.com/in/ira-shah-632,94.3,2025-12-08,6,17090,No,True,False,21,2025-09-13T14:12:36.468094
STU00633,Saanvi A. Saxena,saanvi633@college.ac.in,+910528572907,6.78,"figma, ui/ux design, redis, project management",MBA,IIT Bombay,Ahmedabad,general,1,"JP Morgan, Cognizant, Meta, Wipro, HDFC Bank, Zomato",,https://linkedin.com/in/saanvi-saxena-633,74.5,2025-11-07,12,26936,No,False,False,23,2025-09-08T14:12:36.468094
STU00634,Kartik Nair,kartiknair634@email.com,6049598155,9.1,"aws, kubernetes, jenkins, tensorflow, cassandra, docker",B.E Computer Science,IIT Bombay,Gurgaon,female,0,"TCS, Paytm, Tech Mahindra, Infosys, PhonePe, Goldman Sachs",https://github.com/kartiknair634,https://linkedin.com/in/kartik-nair-634,93.0,2025-10-30,3,67388,No,False,True,23,2025-09-12T14:12:36.468094
STU00635,Pari Bansal,bansal.pari@gmail.com,+910227507807,8.05,"reinforcement learning, jenkins, c#, computer vision, xamarin, neural networks, natural language processing, project management",B.E Computer Science,IIT Kharagpur,Pune,rural,1,"Zomato, PwC, Deloitte, ICICI Bank, Tech Mahindra, McKinsey",https://github.com/paribansal635,,69.4,2025-11-25,12,15490,No,True,True,7,2025-09-03T14:12:36.469155
STU00636,Amit Chopra,amit.chopra@student.edu,09743162950,9.05,"kubernetes, excel, jenkins, google cloud, wireframing, ui/ux design, ansible, kotlin, terraform, machine learning",B.Tech CSE,BMS College,Surat,general,1,"PhonePe, Accenture, Microsoft, Morgan Stanley, TCS, Zomato, Flipkart",https://github.com/amitchopra636,https://linkedin.com/in/amit-chopra-636,67.6,2025-12-06,12,53607,Yes,False,True,14,2025-08-30T14:12:36.469155
STU00637,Nisha S. Rajput,nisha.rajput@student.edu,+913661824792,8.53,"ios, aws, kubernetes, jenkins, google cloud, c++, flask, express.js, machine learning",B.E Computer Science,IIT Madras,Pune,general,0,"Meta, TCS, Infosys, Unacademy, Google, Swiggy, KPMG, Apple",https://github.com/nisharajput637,https://linkedin.com/in/nisha-rajput-637,91.2,2025-12-22,12,42576,No,False,True,13,2025-08-29T14:12:36.470171
STU00638,Suresh H. Kapoor,suresh.kapoor@student.edu,+917147893042,8.01,"angular, ansible, react native, terraform, django",B.E Computer Science,BITS Pilani,Surat,reserved,1,"Tech Mahindra, Google, Meta",,https://linkedin.com/in/suresh-kapoor-638,62.5,2025-11-04,6,43131,No,False,False,21,2025-09-14T14:12:36.470171
STU00639,Atharv Mittal,atharvmittal639@email.com,5379259991,8.08,"angular, vue.js, network security, flask, business analysis, django, adobe illustrator",B.Sc Computer Science,VIT Vellore,Jaipur,general,2,"Freshworks, EY, TCS, Amazon",,https://linkedin.com/in/atharv-mittal-639,60.8,2025-12-16,6,47137,Yes,False,True,20,2025-09-07T14:12:36.471156
STU00640,Diya Iyer,diyaiyer640@email.com,5547960310,9.59,"numpy, c++, spring boot, pytorch, tensorflow, tableau, machine learning",M.Tech AI/ML,IIT Delhi,Surat,general,3,"Google, EY, Freshworks, Goldman Sachs, Amazon, Paytm",https://github.com/diyaiyer640,https://linkedin.com/in/diya-iyer-640,61.3,2025-11-03,12,57894,Yes,False,True,2,2025-08-28T14:12:36.471156
STU00641,Sara Singh,singh.sara@gmail.com,07214883002,7.19,"r, c++, rust, deep learning, go, adobe illustrator, javascript",B.Tech IT,RV College,Jaipur,reserved,1,"PwC, HCL Technologies, Infosys, Axis Bank, Amazon, EY, KPMG, HDFC Bank",,https://linkedin.com/in/sara-singh-641,86.1,2025-11-10,3,60562,Yes,False,False,5,2025-09-23T14:12:36.471156
STU00642,Vihaan Nair,nair.vihaan@gmail.com,3488001479,6.36,"r, react native, project management, deep learning",MBA,IIIT Hyderabad,Gurgaon,reserved,1,"HDFC Bank, Amazon, Goldman Sachs",https://github.com/vihaannair642,https://linkedin.com/in/vihaan-nair-642,94.2,2025-11-03,3,71590,Yes,False,True,19,2025-09-05T14:12:36.471156
STU00643,Pooja Goel,poojagoel643@email.com,+914102449332,8.32,"cassandra, google cloud, mongodb, firewall",B.Tech IT,IIT Madras,Ahmedabad,general,2,"PwC, Freshworks, JP Morgan, EY, HCL Technologies, Deloitte",,https://linkedin.com/in/pooja-goel-643,65.5,2025-11-05,3,48251,Preferred,False,False,8,2025-09-21T14:12:36.472154
STU00644,Myra Malhotra,myra.malhotra@student.edu,+915941320325,7.7,"ruby, power bi, business analysis, scikit-learn, project management",B.E Computer Science,Manipal Institute,Mumbai,rural,1,"Freshworks, Flipkart, Cognizant, Accenture, Meta, Microsoft, BYJU'S",https://github.com/myramalhotra644,,63.2,2025-11-19,6,28398,No,True,True,14,2025-09-03T14:12:36.472154
STU00645,Nikhil D. Joshi,nikhil645@college.ac.in,9612863306,9.05,"elasticsearch, android, cassandra, mongodb, docker, redis",B.E Computer Science,IIT Madras,Surat,general,1,"Amazon, Wipro, HCL Technologies, Meta, Netflix, PwC",https://github.com/nikhiljoshi645,https://linkedin.com/in/nikhil-joshi-645,92.4,2025-12-13,12,73275,Yes,False,True,12,2025-09-21T14:12:36.472154
STU00646,Sara Gupta,gupta.sara@gmail.com,04251574044,7.92,"android, flutter, penetration testing, ethical hacking, react native, kotlin, angular, xamarin",B.Tech IT,IIT Roorkee,Ahmedabad,reserved,2,"Goldman Sachs, Axis Bank, KPMG, Netflix, PwC, TCS",,https://linkedin.com/in/sara-gupta-646,62.1,2025-12-04,3,26888,No,False,False,16,2025-09-02T14:12:36.472154
STU00647,Nikhil E. Chauhan,chauhan.nikhil@gmail.com,03592740649,7.3,"aws, kubernetes, numpy, wireframing, kotlin, docker, redis",BCA,Manipal Institute,Mumbai,general,1,"Morgan Stanley, HCL Technologies, PwC, Google",https://github.com/nikhilchauhan647,https://linkedin.com/in/nikhil-chauhan-647,61.1,2025-12-10,6,47669,No,False,True,7,2025-09-08T14:12:36.473390
STU00648,Reyansh H. Shah,reyansh648@college.ac.in,08385152933,7.15,"ui/ux design, flutter, django, spring boot",B.Tech CSE,NIT Trichy,Chennai,reserved,1,"Zomato, Axis Bank, Tech Mahindra",,https://linkedin.com/in/reyansh-shah-648,65.8,2025-12-06,3,78893,Preferred,False,False,13,2025-09-11T14:12:36.473390
STU00649,Meena Rajput,rajput.meena@gmail.com,06006564510,8.95,"oracle, django, pytorch, react",B.Tech IT,NIT Surathkal,Surat,rural,2,"Unacademy, Freshworks, Axis Bank, McKinsey",https://github.com/meenarajput649,https://linkedin.com/in/meena-rajput-649,81.7,2025-11-21,3,52985,Preferred,True,False,17,2025-09-02T14:12:36.473390
STU00650,Daksh Chopra,dakshchopra650@email.com,1476492190,7.11,"sketch, photoshop, android, wireframing, oracle",B.Sc Computer Science,Manipal Institute,Chennai,reserved,0,"Zomato, Swiggy, HDFC Bank, PwC, Microsoft, KPMG, Amazon, Infosys",,,94.0,2025-11-23,12,49767,No,False,True,11,2025-09-24T14:12:36.473390
STU00651,Meena Agarwal,meena651@college.ac.in,5091769444,7.63,"wireframing, php, go, azure, adobe illustrator",B.Tech IT,IIT Roorkee,Kolkata,general,0,"Axis Bank, Zomato, Google, Amazon",https://github.com/meenaagarwal651,,65.4,2025-11-18,6,47118,No,False,False,10,2025-09-04T14:12:36.473390
STU00652,Vihaan Z. Goyal,vihaan652@college.ac.in,09989668056,6.93,"mysql, google cloud, wireframing, java, azure",B.Sc Computer Science,NIT Warangal,Jaipur,general,1,"EY, Microsoft, Apple, TCS, JP Morgan",,https://linkedin.com/in/vihaan-goyal-652,70.9,2025-12-24,6,51700,No,False,False,21,2025-09-08T14:12:36.474422
STU00653,Ravi L. Singh,ravi.singh@student.edu,00003065760,7.6,"express.js, aws, figma, android, excel, firewall, power bi, tableau, powerpoint, sap",M.Tech AI/ML,IIT Delhi,Pune,rural,0,"McKinsey, Cognizant, Paytm",https://github.com/ravisingh653,,80.8,2025-12-20,3,41022,No,True,False,20,2025-09-11T14:12:36.474422
STU00654,Rahul Thakur,rahul654@college.ac.in,+919087870100,8.12,"sketch, kubernetes, oracle, cassandra, project management",M.Tech AI/ML,IIT Bombay,Pune,reserved,1,"EY, Wipro, Flipkart, Ola, JP Morgan, McKinsey, Apple",https://github.com/rahulthakur654,https://linkedin.com/in/rahul-thakur-654,69.5,2025-12-17,12,69763,No,False,False,7,2025-09-08T14:12:36.474422
STU00655,Arnav Kapoor,arnav.kapoor@student.edu,3323862328,7.98,"firewall, ethical hacking, vue.js, mongodb, network security, neural networks",B.Tech CSE,IIT Delhi,Ahmedabad,general,2,"Microsoft, Paytm, Unacademy, BYJU'S, Freshworks, PwC, Flipkart",https://github.com/arnavkapoor655,,77.2,2025-11-20,12,64532,Yes,False,True,11,2025-09-12T14:12:36.474422
STU00656,Sara Goel,sara.goel@student.edu,9657742901,7.08,"computer vision, reinforcement learning, java, docker",B.Sc Computer Science,IIT Roorkee,Chennai,rural,3,"Deloitte, ICICI Bank, Morgan Stanley, PwC, Ola, Wipro",https://github.com/saragoel656,,91.0,2025-12-10,3,18603,No,True,False,3,2025-09-23T14:12:36.475420
STU00657,Aryan Thakur,aryanthakur657@email.com,+916504398366,8.24,"c++, ansible, python, php",MBA,NIT Trichy,Bangalore,general,0,"JP Morgan, ICICI Bank, Zomato, McKinsey, Apple, Tech Mahindra",,https://linkedin.com/in/aryan-thakur-657,87.2,2025-12-22,3,23542,Yes,False,True,23,2025-09-15T14:12:36.475420
STU00658,Krishna Rajput,krishna658@college.ac.in,+915836988836,9.12,"node.js, java, kotlin, scikit-learn, express.js, django, project management",B.Tech CSE,NIT Trichy,Noida,rural,1,"Amazon, Netflix, Morgan Stanley, TCS, Zomato, Deloitte, Accenture",,https://linkedin.com/in/krishna-rajput-658,84.8,2025-10-27,3,48480,Yes,True,True,23,2025-09-19T14:12:36.475420
STU00659,Rahul Jindal,rahuljindal659@email.com,6538303469,7.48,"excel, r, google cloud, jenkins, c++, ruby, ansible, mongodb, azure",B.Tech CSE,NIT Trichy,Mumbai,general,1,"Unacademy, Axis Bank, HDFC Bank, Google, Apple, Flipkart, McKinsey, JP Morgan",,https://linkedin.com/in/rahul-jindal-659,85.3,2025-11-13,6,51337,Yes,False,True,0,2025-09-23T14:12:36.475420
STU00660,Myra R. Agarwal,agarwal.myra@gmail.com,4455765489,7.01,"figma, wireframing, kotlin, pandas, javascript",B.E Computer Science,Manipal Institute,Noida,female,0,"Accenture, McKinsey, Google, Infosys, Cognizant",https://github.com/myraagarwal660,https://linkedin.com/in/myra-agarwal-660,89.2,2025-11-07,6,42749,No,False,True,4,2025-09-26T14:12:36.475420
STU00661,Priya Chopra,priya.chopra@student.edu,4302592827,8.78,"figma, photoshop, node.js, kubernetes, wireframing, ui/ux design, vue.js, power bi, react, adobe illustrator",M.Tech AI/ML,IIT Kanpur,Bangalore,reserved,1,"PwC, BYJU'S, Netflix",,https://linkedin.com/in/priya-chopra-661,60.3,2025-11-27,3,46092,No,False,False,0,2025-08-31T14:12:36.476420
STU00662,Anika Y. Mittal,mittal.anika@gmail.com,07516832881,6.61,"express.js, elasticsearch, reinforcement learning, excel, kubernetes, c#, tableau, business analysis, powerpoint, project management",B.Tech CSE,SRM Chennai,Chennai,female,2,"JP Morgan, Paytm, TCS, KPMG",https://github.com/anikamittal662,https://linkedin.com/in/anika-mittal-662,62.3,2025-11-14,6,42173,No,False,True,0,2025-09-02T14:12:36.476420
STU00663,Kavya O. Gupta,gupta.kavya@gmail.com,+916537284666,8.57,"ios, swift, flutter, c++, ethical hacking, react native, ansible, xamarin, sap",B.E Computer Science,NIT Warangal,Mumbai,rural,0,"Swiggy, Microsoft, Freshworks, Unacademy, Paytm",,https://linkedin.com/in/kavya-gupta-663,87.3,2025-11-21,3,21375,Yes,True,True,4,2025-08-31T14:12:36.476420
STU00664,Ayaan Patel,ayaan.patel@student.edu,01240349314,8.73,"aws, node.js, spring boot, react, vue.js, cryptography, xamarin, flask, express.js, scikit-learn, javascript",M.Tech CSE,BITS Pilani,Surat,general,1,"HDFC Bank, Cognizant, EY, Accenture, Apple",https://github.com/ayaanpatel664,,94.7,2025-11-15,12,44417,Yes,False,True,10,2025-09-14T14:12:36.476420
STU00665,Atharv N. Mehta,atharv.mehta@student.edu,09921642485,8.82,"aws, elasticsearch, numpy, c#, oracle, cassandra, vue.js",M.Tech CSE,SRM Chennai,Ahmedabad,general,1,"Accenture, Amazon, Axis Bank, Google, Zomato, Flipkart",,https://linkedin.com/in/atharv-mehta-665,88.5,2025-11-18,6,17436,No,False,False,12,2025-09-10T14:12:36.476420
STU00666,Anaya Yadav,anaya666@college.ac.in,05153775012,8.26,"aws, azure, photoshop, spring boot, angular, react, scikit-learn, flask, express.js, django, deep learning",MCA,NIT Calicut,Surat,reserved,2,"Google, BYJU'S, Freshworks, Cognizant, Zomato",https://github.com/anayayadav666,https://linkedin.com/in/anaya-yadav-666,61.5,2025-10-28,3,16249,No,False,True,20,2025-08-30T14:12:36.476420
STU00667,Khushi P. Chauhan,khushi.chauhan@student.edu,2695512166,8.86,"elasticsearch, python, firewall, ethical hacking, java, cryptography, network security, flask, express.js",MCA,IIT Bombay,Ahmedabad,general,1,"Unacademy, Wipro, HCL Technologies, Deloitte, Goldman Sachs, Amazon",,https://linkedin.com/in/khushi-chauhan-667,86.8,2025-11-24,12,62180,Yes,False,False,10,2025-09-03T14:12:36.477933
STU00668,Aditya L. Aggarwal,aditya.aggarwal@student.edu,+915281244526,8.13,"mysql, cassandra, terraform, redis, pandas, sap",B.E Computer Science,NIT Surathkal,Bangalore,female,0,"ICICI Bank, Cognizant, Infosys, Morgan Stanley",https://github.com/adityaaggarwal668,https://linkedin.com/in/aditya-aggarwal-668,82.8,2025-12-13,12,35066,Yes,False,True,18,2025-08-30T14:12:36.477933
STU00669,Keya Nair,keyanair669@email.com,0048532376,6.68,"penetration testing, firewall, php, cryptography, javascript",B.Tech CSE,NIT Trichy,Noida,general,1,"Freshworks, McKinsey, Wipro",https://github.com/keyanair669,https://linkedin.com/in/keya-nair-669,70.6,2025-11-10,3,24520,Yes,False,True,13,2025-09-07T14:12:36.477933
STU00670,Anika Nair,anika.nair@student.edu,07055241350,8.77,"mysql, elasticsearch, excel, flask, tableau, business analysis, powerpoint, sap, adobe illustrator",B.E Computer Science,IIT Bombay,Surat,female,1,"Axis Bank, Unacademy, EY, Wipro",https://github.com/anikanair670,,74.8,2025-12-03,12,41975,Yes,False,True,4,2025-09-16T14:12:36.477933
STU00671,Keya Malhotra,keya.malhotra@student.edu,+914327811338,8.22,"postgresql, excel, wireframing, pandas, sap",B.E Computer Science,RV College,Surat,reserved,1,"Tech Mahindra, Paytm, HCL Technologies, Swiggy, Flipkart, Unacademy, KPMG, Meta",,https://linkedin.com/in/keya-malhotra-671,67.1,2025-12-22,12,42870,No,False,False,6,2025-09-25T14:12:36.478952
STU00672,Tara K. Aggarwal,aggarwal.tara@gmail.com,+911337937145,8.36,"ios, android, swift, flutter, ethical hacking, pytorch, react native, xamarin, pandas, scikit-learn",B.Tech ECE,IIT Roorkee,Pune,general,1,"Flipkart, JP Morgan, Deloitte",https://github.com/taraaggarwal672,,89.4,2025-11-08,3,34406,Preferred,False,False,0,2025-09-06T14:12:36.478952
STU00673,Nikhil Kapoor,kapoor.nikhil@gmail.com,2980804080,6.89,"r, rust, firewall, ethical hacking, cryptography",B.Tech CSE,IIT Roorkee,Ahmedabad,reserved,0,"Tech Mahindra, Apple, Flipkart, Swiggy, PhonePe",https://github.com/nikhilkapoor673,https://linkedin.com/in/nikhil-kapoor-673,84.9,2025-12-06,6,61295,No,False,True,9,2025-08-31T14:12:36.478952
STU00674,Reyansh Rajput,reyansh.rajput@student.edu,4524736079,9.39,"spring boot, c#, network security, ethical hacking",B.Tech CSE,Manipal Institute,Chennai,general,1,"PwC, Paytm, PhonePe, Microsoft, Tech Mahindra, McKinsey, Flipkart",,https://linkedin.com/in/reyansh-rajput-674,86.6,2025-10-29,3,67169,Yes,False,False,14,2025-09-04T14:12:36.478952
STU00675,Darsh Mishra,darshmishra675@email.com,5982433190,9.35,"r, firewall, power bi, docker, tableau",B.Tech CSE,VIT Vellore,Kolkata,general,0,"Google, Tech Mahindra, BYJU'S, Ola, HDFC Bank",https://github.com/darshmishra675,https://linkedin.com/in/darsh-mishra-675,74.9,2025-11-16,12,19545,Yes,False,True,10,2025-09-08T14:12:36.479950
STU00676,Aadhya Joshi,aadhya.joshi@student.edu,0316998541,8.05,"excel, firewall, ethical hacking, cryptography, vue.js, network security, express.js, scikit-learn",B.E Computer Science,NIT Surathkal,Gurgaon,rural,0,"Google, Infosys, HCL Technologies, Axis Bank, Wipro, EY",https://github.com/aadhyajoshi676,https://linkedin.com/in/aadhya-joshi-676,82.9,2025-11-10,12,63653,Preferred,True,True,19,2025-09-05T14:12:36.479950
STU00677,Diya G. Aggarwal,diya677@college.ac.in,3565800179,8.85,"sketch, mysql, figma, postgresql, excel, wireframing, ui/ux design, network security, sap",B.Tech IT,IIT Madras,Gurgaon,reserved,0,"Amazon, Axis Bank, Netflix, EY, HDFC Bank, Meta, Zomato, Infosys",https://github.com/diyaaggarwal677,https://linkedin.com/in/diya-aggarwal-677,77.0,2025-12-16,12,47227,No,False,True,9,2025-09-25T14:12:36.479950
STU00678,Rita Singh,ritasingh678@email.com,7894059708,8.3,"firewall, cassandra, cryptography, react, network security, neural networks",B.Tech CSE,IIT Roorkee,Delhi,reserved,1,"PwC, Paytm, Flipkart, Morgan Stanley, Apple, Ola",https://github.com/ritasingh678,https://linkedin.com/in/rita-singh-678,82.7,2025-11-11,3,44763,Yes,False,True,22,2025-09-09T14:12:36.479950
STU00679,Amit Agarwal,amit679@college.ac.in,00727535087,7.08,"reinforcement learning, r, computer vision, power bi, docker",B.Tech CSE,SRM Chennai,Delhi,general,0,"PwC, KPMG, Flipkart, Axis Bank, Swiggy",https://github.com/amitagarwal679,https://linkedin.com/in/amit-agarwal-679,70.6,2025-12-21,6,59390,No,False,True,7,2025-09-22T14:12:36.479950
STU00680,Reyansh Kapoor,kapoor.reyansh@gmail.com,+913000475375,7.95,"ios, elasticsearch, android, r, react native, react, docker, xamarin",M.Tech CSE,NIT Surathkal,Jaipur,rural,0,"PwC, PhonePe, Wipro, Netflix, Freshworks",https://github.com/reyanshkapoor680,https://linkedin.com/in/reyansh-kapoor-680,67.8,2025-10-27,6,78003,Preferred,True,True,6,2025-09-22T14:12:36.481462
STU00681,Ishaan Rajput,ishaan.rajput@student.edu,2107365097,6.83,"sketch, figma, pytorch, ui/ux design, kotlin, business analysis, azure",B.E Computer Science,IIT Kharagpur,Gurgaon,general,1,"BYJU'S, Wipro, Flipkart, HCL Technologies, Amazon",https://github.com/ishaanrajput681,https://linkedin.com/in/ishaan-rajput-681,74.2,2025-12-04,12,45598,Preferred,False,False,7,2025-09-22T14:12:36.481462
STU00682,Suresh D. Mishra,mishra.suresh@gmail.com,04567435958,7.23,"penetration testing, oracle, ruby, php, scikit-learn, javascript",B.Tech CSE,Manipal Institute,Chennai,general,0,"Deloitte, Netflix, Accenture, JP Morgan, Swiggy, KPMG, PhonePe, Paytm",,https://linkedin.com/in/suresh-mishra-682,76.2,2025-11-07,3,25704,Yes,False,False,5,2025-09-11T14:12:36.481462
STU00683,Nisha Kumar,kumar.nisha@gmail.com,2958122019,7.88,"reinforcement learning, ethical hacking, pandas, neural networks, scikit-learn, natural language processing",B.Tech ECE,NIT Trichy,Bangalore,general,2,"Netflix, EY, Amazon, Zomato, ICICI Bank, Deloitte, McKinsey",https://github.com/nishakumar683,,73.3,2025-12-12,6,42495,Preferred,False,True,16,2025-09-19T14:12:36.481462
STU00684,Pooja Iyer,iyer.pooja@gmail.com,6707948143,9.38,"node.js, c++, c#, angular, vue.js, ansible, ui/ux design, php, express.js, django",B.Tech CSE,NIT Calicut,Jaipur,general,1,"McKinsey, PwC, Zomato, Flipkart",,https://linkedin.com/in/pooja-iyer-684,70.3,2025-11-05,3,45383,Preferred,False,False,17,2025-08-30T14:12:36.482649
STU00685,Aarav Patel,patel.aarav@gmail.com,+912604984856,6.91,"ios, reinforcement learning, computer vision, angular, tableau, neural networks",B.Tech IT,IIT Bombay,Hyderabad,general,2,"Freshworks, TCS, Zomato, Wipro, Morgan Stanley, HCL Technologies, Microsoft, Amazon",https://github.com/aaravpatel685,https://linkedin.com/in/aarav-patel-685,94.9,2025-11-02,12,41212,Preferred,False,True,23,2025-09-13T14:12:36.482649
